Index,StartTime,StopTime,SensorID,DetectorId,TypeEstimation,Start-Date,Stop-Date,Start-Time,End-Time,DurationSeconds,WeekOfYear,DayOfWeek
5069,1/13/2015 3:26:47 PM,1/13/2015 3:26:53 PM,702,WaterFlowDetection_Kitchen,sink_usage,1/13/2015,1/13/2015,3:26:47 PM,3:26:53 PM,6,3,2
2748,1/9/2015 12:27:49 PM,1/9/2015 12:28:25 PM,00:13:A2:00:40:8A:D2:EF-LOAD,Power_Detector_Fridge,fridge_open,1/9/2015,1/9/2015,12:27:49 PM,12:28:25 PM,36,2,5
568,12/12/2014 2:43:09 PM,12/12/2014 2:43:16 PM,603,LocationDetector,stove_on,12/12/2014,12/12/2014,2:43:09 PM,2:43:16 PM,7,50,5
5043,1/13/2015 3:24:58 PM,1/13/2015 3:25:03 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:24:58 PM,3:25:03 PM,5,3,2
5968,1/13/2015 5:20:16 PM,1/13/2015 5:16:10 PM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,5:20:16 PM,5:16:10 PM,6,3,2
1985,1/9/2015 10:41:42 AM,1/9/2015 10:41:46 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/9/2015,1/9/2015,10:41:42 AM,10:41:46 AM,4,2,5
2332,1/9/2015 11:26:26 AM,1/9/2015 11:26:30 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,11:26:26 AM,11:26:30 AM,4,2,5
5651,1/13/2015 3:53:11 PM,1/13/2015 3:53:11 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:53:11 PM,3:53:11 PM,0,3,2
789,12/16/2014 12:27:17 PM,12/16/2014 12:27:28 PM,603,LocationDetector,person_next_to_working_place,12/16/2014,12/16/2014,12:27:17 PM,12:27:28 PM,11,51,2
919,12/16/2014 12:51:25 PM,12/16/2014 12:51:30 PM,603,LocationDetector,person_in_kitchen,12/16/2014,12/16/2014,12:51:25 PM,12:51:30 PM,5,51,2
3684,1/13/2015 10:25:55 AM,1/13/2015 10:26:07 AM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,10:25:55 AM,10:26:07 AM,12,3,2
4715,1/13/2015 3:05:11 PM,1/13/2015 3:05:11 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:05:11 PM,3:05:11 PM,0,3,2
3719,1/13/2015 10:27:33 AM,1/13/2015 10:27:45 AM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,10:27:33 AM,10:27:45 AM,12,3,2
1103,12/17/2014 2:42:58 PM,12/17/2014 2:42:58 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/17/2014,12/17/2014,2:42:58 PM,2:42:58 PM,0,51,3
3290,1/9/2015 2:24:14 PM,1/9/2015 2:24:27 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,2:24:14 PM,2:24:27 PM,13,2,5
3217,1/9/2015 1:56:33 PM,1/9/2015 1:56:33 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,1:56:33 PM,1:56:33 PM,0,2,5
985,12/16/2014 1:05:09 PM,12/16/2014 1:05:15 PM,603,LocationDetector,stove_on,12/16/2014,12/16/2014,1:05:09 PM,1:05:15 PM,6,51,2
2042,1/9/2015 10:47:01 AM,1/9/2015 10:47:20 AM,SmartPhone,AudioSoundDetector,hair_dryer_usage,1/9/2015,1/9/2015,10:47:01 AM,10:47:20 AM,19,2,5
302,12/12/2014 1:47:02 PM,12/12/2014 1:47:12 PM,603,LocationDetector,person_in_kitchen,12/12/2014,12/12/2014,1:47:02 PM,1:47:12 PM,10,50,5
3392,1/12/2015 8:00:55 AM,1/12/2015 8:00:58 AM,SmartPhone,AudioSoundDetector,basin_usage,1/12/2015,1/12/2015,8:00:55 AM,8:00:58 AM,3,3,1
4655,1/13/2015 3:02:25 PM,1/13/2015 3:02:25 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:02:25 PM,3:02:25 PM,0,3,2
4443,1/13/2015 2:45:31 PM,1/13/2015 2:45:39 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,2:45:31 PM,2:45:39 PM,8,3,2
456,12/12/2014 2:29:20 PM,12/12/2014 2:32:16 PM,603,LocationDetector,person_in_kitchen,12/12/2014,12/12/2014,2:29:20 PM,2:32:16 PM,56,50,5
1908,1/9/2015 9:21:44 AM,1/9/2015 9:21:55 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,9:21:44 AM,9:21:55 AM,11,2,5
2176,1/9/2015 11:04:30 AM,1/9/2015 11:04:41 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/9/2015,1/9/2015,11:04:30 AM,11:04:41 AM,11,2,5
1837,1/9/2015 9:12:52 AM,1/9/2015 9:12:56 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,9:12:52 AM,9:12:56 AM,4,2,5
2221,1/9/2015 11:11:38 AM,1/9/2015 11:11:42 AM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,11:11:38 AM,11:11:42 AM,4,2,5
6102,1/13/2015 5:41:18 PM,1/13/2015 5:40:10 PM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,5:41:18 PM,5:40:10 PM,8,3,2
4514,1/13/2015 2:50:35 PM,1/13/2015 2:50:39 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,2:50:35 PM,2:50:39 PM,4,3,2
374,12/12/2014 2:14:40 PM,12/12/2014 2:17:05 PM,603,LocationDetector,person_in_kitchen,12/12/2014,12/12/2014,2:14:40 PM,2:17:05 PM,25,50,5
2933,1/9/2015 12:50:04 PM,1/9/2015 12:50:16 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:50:04 PM,12:50:16 PM,12,2,5
3303,1/9/2015 2:27:51 PM,1/9/2015 2:28:01 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,2:27:51 PM,2:28:01 PM,10,2,5
4036,1/13/2015 10:54:37 AM,1/13/2015 10:54:50 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,10:54:37 AM,10:54:50 AM,13,3,2
5650,1/13/2015 3:53:08 PM,1/13/2015 3:54:43 PM,SmartPhone,AudioSoundDetector,vacuum_cleaning,1/13/2015,1/13/2015,3:53:08 PM,3:54:43 PM,35,3,2
926,12/16/2014 12:52:09 PM,12/16/2014 12:53:00 PM,603,LocationDetector,stove_on,12/16/2014,12/16/2014,12:52:09 PM,12:53:00 PM,51,51,2
5714,1/13/2015 3:55:13 PM,1/13/2015 3:55:17 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:55:13 PM,3:55:17 PM,4,3,2
1183,12/17/2014 4:43:54 PM,12/17/2014 4:44:02 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,12/17/2014,12/17/2014,4:43:54 PM,4:44:02 PM,8,51,3
3898,1/13/2015 10:44:56 AM,1/13/2015 10:44:59 AM,SmartPhone,AudioSoundDetector,toilet_usage,1/13/2015,1/13/2015,10:44:56 AM,10:44:59 AM,3,3,2
362,12/12/2014 2:12:19 PM,12/12/2014 2:12:19 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,2:12:19 PM,2:12:19 PM,0,50,5
901,12/16/2014 12:48:20 PM,12/16/2014 12:50:36 PM,SmartPhone,AudioSoundDetector,water_boiler,12/16/2014,12/16/2014,12:48:20 PM,12:50:36 PM,16,51,2
4878,1/13/2015 3:16:06 PM,1/13/2015 3:16:15 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:16:06 PM,3:16:15 PM,9,3,2
4921,1/13/2015 3:18:48 PM,1/13/2015 3:22:31 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:18:48 PM,3:22:31 PM,43,3,2
4619,1/13/2015 2:59:33 PM,1/13/2015 2:59:38 PM,603,LocationDetector,person_next_to_working_place,1/13/2015,1/13/2015,2:59:33 PM,2:59:38 PM,5,3,2
1445,1/6/2015 12:30:09 PM,1/6/2015 12:30:18 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,12:30:09 PM,12:30:18 PM,9,2,2
4074,1/13/2015 10:56:34 AM,1/13/2015 10:56:42 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,10:56:34 AM,10:56:42 AM,8,3,2
3117,1/9/2015 1:33:09 PM,1/9/2015 1:33:14 PM,603,LocationDetector,stove_on,1/9/2015,1/9/2015,1:33:09 PM,1:33:14 PM,5,2,5
3734,1/13/2015 10:28:09 AM,1/13/2015 10:28:13 AM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,10:28:09 AM,10:28:13 AM,4,3,2
2207,1/9/2015 11:09:27 AM,1/9/2015 11:09:33 AM,602,LocationDetector,person_next_to_toilet,1/9/2015,1/9/2015,11:09:27 AM,11:09:33 AM,6,2,5
3130,1/9/2015 1:34:41 PM,1/9/2015 1:34:48 PM,603,LocationDetector,stove_on,1/9/2015,1/9/2015,1:34:41 PM,1:34:48 PM,7,2,5
4724,1/13/2015 3:05:33 PM,1/13/2015 3:05:41 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:05:33 PM,3:05:41 PM,8,3,2
6230,1/13/2015 5:57:49 PM,1/13/2015 5:56:14 PM,SmartPhone,AudioSoundDetector,speaking,1/13/2015,1/13/2015,5:57:49 PM,5:56:14 PM,35,3,2
3413,1/12/2015 9:09:34 PM,1/12/2015 9:15:23 PM,SmartPhone,AudioSoundDetector,shower_usage,1/12/2015,1/12/2015,9:09:34 PM,9:15:23 PM,49,3,1
4726,1/13/2015 3:05:48 PM,1/13/2015 3:05:52 PM,SmartPhone,AudioSoundDetector,water_running_in_sink,1/13/2015,1/13/2015,3:05:48 PM,3:05:52 PM,4,3,2
1928,1/9/2015 10:10:28 AM,1/9/2015 10:12:11 AM,603,LocationDetector,person_next_to_working_place,1/9/2015,1/9/2015,10:10:28 AM,10:12:11 AM,43,2,5
3397,1/12/2015 8:01:18 AM,1/12/2015 8:01:18 AM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/12/2015,1/12/2015,8:01:18 AM,8:01:18 AM,0,3,1
3253,1/9/2015 2:10:18 PM,1/9/2015 2:10:23 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,2:10:18 PM,2:10:23 PM,5,2,5
175,12/12/2014 11:39:44 AM,12/12/2014 11:39:45 AM,605,LocationDetector,person_in_bathroom,12/12/2014,12/12/2014,11:39:44 AM,11:39:45 AM,1,50,5
5521,1/13/2015 3:46:31 PM,1/13/2015 3:46:38 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:46:31 PM,3:46:38 PM,7,3,2
1152,12/17/2014 4:35:05 PM,12/17/2014 4:35:59 PM,603,LocationDetector,person_next_to_working_place,12/17/2014,12/17/2014,4:35:05 PM,4:35:59 PM,54,51,3
3293,1/9/2015 2:24:25 PM,1/9/2015 2:24:28 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,2:24:25 PM,2:24:28 PM,3,2,5
1197,12/17/2014 4:46:34 PM,12/17/2014 4:46:41 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,12/17/2014,12/17/2014,4:46:34 PM,4:46:41 PM,7,51,3
4111,1/13/2015 11:00:06 AM,1/13/2015 11:00:18 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,11:00:06 AM,11:00:18 AM,12,3,2
37,12/7/2014 2:51:28 PM,12/7/2014 2:51:33 PM,605,LocationDetector,person_in_bathroom,12/7/2014,12/7/2014,2:51:28 PM,2:51:33 PM,5,50,0
1227,1/6/2015 10:53:32 AM,1/6/2015 10:53:36 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,10:53:32 AM,10:53:36 AM,4,2,2
4851,1/13/2015 3:14:44 PM,1/13/2015 3:14:56 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:14:44 PM,3:14:56 PM,12,3,2
4382,1/13/2015 2:17:02 PM,1/13/2015 2:17:02 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,2:17:02 PM,2:17:02 PM,0,3,2
3097,1/9/2015 1:31:15 PM,1/9/2015 1:31:27 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,1:31:15 PM,1:31:27 PM,12,2,5
677,12/16/2014 11:28:42 AM,12/16/2014 11:28:50 AM,SmartPhone,AudioSoundDetector,water_running_in_sink,12/16/2014,12/16/2014,11:28:42 AM,11:28:50 AM,8,51,2
3021,1/9/2015 1:23:41 PM,1/9/2015 1:23:45 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,1:23:41 PM,1:23:45 PM,4,2,5
493,12/12/2014 2:34:31 PM,12/12/2014 2:34:35 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/12/2014,12/12/2014,2:34:31 PM,2:34:35 PM,4,50,5
5530,1/13/2015 3:46:41 PM,1/13/2015 3:46:41 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:46:41 PM,3:46:41 PM,0,3,2
1719,1/6/2015 2:46:47 PM,1/6/2015 2:46:47 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/6/2015,1/6/2015,2:46:47 PM,2:46:47 PM,0,2,2
4308,1/13/2015 12:26:34 PM,1/13/2015 12:26:37 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,12:26:34 PM,12:26:37 PM,3,3,2
1257,1/6/2015 10:57:38 AM,1/6/2015 10:57:39 AM,SmartPhone,AudioSoundDetector,eating_(cutlery),1/6/2015,1/6/2015,10:57:38 AM,10:57:39 AM,1,2,2
3241,1/9/2015 1:59:02 PM,1/9/2015 1:59:06 PM,603,LocationDetector,person_next_to_sink,1/9/2015,1/9/2015,1:59:02 PM,1:59:06 PM,4,2,5
6239,1/13/2015 5:58:16 PM,1/13/2015 5:58:12 PM,602,LocationDetector,person_next_to_sink,1/13/2015,1/13/2015,5:58:16 PM,5:58:12 PM,4,3,2
2816,1/9/2015 12:38:16 PM,1/9/2015 12:38:30 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:38:16 PM,12:38:30 PM,14,2,5
709,12/16/2014 11:47:21 AM,12/16/2014 11:49:17 AM,603,LocationDetector,person_in_kitchen,12/16/2014,12/16/2014,11:47:21 AM,11:49:17 AM,56,51,2
3416,1/12/2015 9:10:06 PM,1/12/2015 9:10:10 PM,SmartPhone,AudioSoundDetector,basin_usage,1/12/2015,1/12/2015,9:10:06 PM,9:10:10 PM,4,3,1
3440,1/12/2015 9:46:33 PM,1/12/2015 9:46:42 PM,602,LocationDetector,person_in_bathroom,1/12/2015,1/12/2015,9:46:33 PM,9:46:42 PM,9,3,1
1314,1/6/2015 12:16:48 PM,1/6/2015 12:16:58 PM,603,LocationDetector,stove_on,1/6/2015,1/6/2015,12:16:48 PM,12:16:58 PM,10,2,2
2569,1/9/2015 12:05:32 PM,1/9/2015 12:05:45 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:05:32 PM,12:05:45 PM,13,2,5
73,12/8/2014 8:13:32 AM,12/8/2014 8:13:34 AM,605,LocationDetector,person_in_bathroom,12/8/2014,12/8/2014,8:13:32 AM,8:13:34 AM,2,50,1
795,12/16/2014 12:31:34 PM,12/16/2014 12:31:34 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,12/16/2014,12/16/2014,12:31:34 PM,12:31:34 PM,0,51,2
360,12/12/2014 2:11:45 PM,12/12/2014 2:11:53 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,2:11:45 PM,2:11:53 PM,8,50,5
5447,1/13/2015 3:43:18 PM,1/13/2015 3:43:18 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:43:18 PM,3:43:18 PM,0,3,2
1967,1/9/2015 10:18:31 AM,1/9/2015 10:18:39 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,10:18:31 AM,10:18:39 AM,8,2,5
1001,12/17/2014 2:21:42 PM,12/17/2014 2:22:19 PM,603,LocationDetector,person_in_kitchen,12/17/2014,12/17/2014,2:21:42 PM,2:22:19 PM,37,51,3
5090,1/13/2015 3:27:25 PM,1/13/2015 3:27:25 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:27:25 PM,3:27:25 PM,0,3,2
6166,1/13/2015 5:49:32 PM,1/13/2015 5:51:29 PM,602,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,5:49:32 PM,5:51:29 PM,57,3,2
3708,1/13/2015 10:27:03 AM,1/13/2015 10:27:11 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,10:27:03 AM,10:27:11 AM,8,3,2
2501,1/9/2015 11:57:29 AM,1/9/2015 11:57:42 AM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,11:57:29 AM,11:57:42 AM,13,2,5
549,12/12/2014 2:40:59 PM,12/12/2014 2:41:12 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/12/2014,12/12/2014,2:40:59 PM,2:41:12 PM,13,50,5
6117,1/13/2015 5:44:03 PM,1/13/2015 5:45:13 PM,602,LocationDetector,person_in_bathroom,1/13/2015,1/13/2015,5:44:03 PM,5:45:13 PM,10,3,2
5906,1/13/2015 5:08:24 PM,1/13/2015 5:08:21 PM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,5:08:24 PM,5:08:21 PM,3,3,2
1396,1/6/2015 12:26:14 PM,1/6/2015 12:26:26 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,12:26:14 PM,12:26:26 PM,12,2,2
2085,1/9/2015 10:57:02 AM,1/9/2015 10:57:14 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,10:57:02 AM,10:57:14 AM,12,2,5
4564,1/13/2015 2:53:24 PM,1/13/2015 2:53:24 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,2:53:24 PM,2:53:24 PM,0,3,2
2438,1/9/2015 11:44:17 AM,1/9/2015 11:46:57 AM,602,LocationDetector,person_next_to_toilet,1/9/2015,1/9/2015,11:44:17 AM,11:46:57 AM,40,2,5
3880,1/13/2015 10:42:56 AM,1/13/2015 10:42:56 AM,00:13:A2:00:40:7E:7C:27-MD,PIRPresenceDetector,person_next_to_toilet,1/13/2015,1/13/2015,10:42:56 AM,10:42:56 AM,0,3,2
3446,1/12/2015 9:47:10 PM,1/12/2015 9:47:10 PM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/12/2015,1/12/2015,9:47:10 PM,9:47:10 PM,0,3,1
2699,1/9/2015 12:23:13 PM,1/9/2015 12:23:25 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:23:13 PM,12:23:25 PM,12,2,5
5285,1/13/2015 3:37:15 PM,1/13/2015 3:37:27 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:37:15 PM,3:37:27 PM,12,3,2
3940,1/13/2015 10:50:23 AM,1/13/2015 10:50:23 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,10:50:23 AM,10:50:23 AM,0,3,2
1093,12/17/2014 2:39:41 PM,12/17/2014 2:39:41 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,12/17/2014,12/17/2014,2:39:41 PM,2:39:41 PM,0,51,3
3212,1/9/2015 1:55:53 PM,1/9/2015 1:56:01 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,1:55:53 PM,1:56:01 PM,8,2,5
5175,1/13/2015 3:31:20 PM,1/13/2015 3:31:27 PM,603,LocationDetector,stove_on,1/13/2015,1/13/2015,3:31:20 PM,3:31:27 PM,7,3,2
5951,1/13/2015 5:19:36 PM,1/13/2015 5:18:22 PM,00:13:A2:00:40:81:42:3F-MD,PIRPresenceDetector,person_in_bathroom,1/13/2015,1/13/2015,5:19:36 PM,5:18:22 PM,14,3,2
1263,1/6/2015 12:11:27 PM,1/6/2015 12:11:37 PM,603,LocationDetector,person_in_kitchen,1/6/2015,1/6/2015,12:11:27 PM,12:11:37 PM,10,2,2
2905,1/9/2015 12:47:57 PM,1/9/2015 12:48:00 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,12:47:57 PM,12:48:00 PM,3,2,5
4018,1/13/2015 10:53:30 AM,1/13/2015 10:53:50 AM,00:13:A2:00:40:8A:D2:EF-LOAD,Power_Detector_Fridge,fridge_open,1/13/2015,1/13/2015,10:53:30 AM,10:53:50 AM,20,3,2
1574,1/6/2015 2:29:06 PM,1/6/2015 2:29:06 PM,00:13:A2:00:40:79:66:7B-MD,PIRPresenceDetector,person_in_eatingarea,1/6/2015,1/6/2015,2:29:06 PM,2:29:06 PM,0,2,2
1413,1/6/2015 12:26:57 PM,1/6/2015 12:27:09 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,12:26:57 PM,12:27:09 PM,12,2,2
5649,1/13/2015 3:53:07 PM,1/13/2015 3:53:10 PM,SmartPhone,AudioSoundDetector,mixer,1/13/2015,1/13/2015,3:53:07 PM,3:53:10 PM,3,3,2
2796,1/9/2015 12:34:26 PM,1/9/2015 12:34:26 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/9/2015,1/9/2015,12:34:26 PM,12:34:26 PM,0,2,5
5125,1/13/2015 3:28:59 PM,1/13/2015 3:29:48 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,3:28:59 PM,3:29:48 PM,49,3,2
5293,1/13/2015 3:37:27 PM,1/13/2015 3:37:27 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/13/2015,1/13/2015,3:37:27 PM,3:37:27 PM,0,3,2
2715,1/9/2015 12:25:04 PM,1/9/2015 12:25:16 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/9/2015,1/9/2015,12:25:04 PM,12:25:16 PM,12,2,5
1728,1/6/2015 2:47:46 PM,1/6/2015 2:48:06 PM,702,WaterFlowDetection_Kitchen,sink_usage,1/6/2015,1/6/2015,2:47:46 PM,2:48:06 PM,20,2,2
364,12/12/2014 2:12:33 PM,12/12/2014 2:12:44 PM,603,LocationDetector,person_next_to_working_place,12/12/2014,12/12/2014,2:12:33 PM,2:12:44 PM,11,50,5
2083,1/9/2015 10:56:48 AM,1/9/2015 10:56:51 AM,603,LocationDetector,person_next_to_sink,1/9/2015,1/9/2015,10:56:48 AM,10:56:51 AM,3,2,5
4709,1/13/2015 3:04:32 PM,1/13/2015 3:04:32 PM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/13/2015,1/13/2015,3:04:32 PM,3:04:32 PM,0,3,2
1233,1/6/2015 10:55:00 AM,1/6/2015 10:55:00 AM,00:13:A2:00:40:7E:7B:4E-MD,PIRPresenceDetector,person_next_to_working_plate,1/6/2015,1/6/2015,10:55:00 AM,10:55:00 AM,0,2,2
1496,1/6/2015 12:36:56 PM,1/6/2015 12:37:09 PM,00:13:A2:00:40:79:66:8A-MD,PIRPresenceDetector,person_in_kitchen,1/6/2015,1/6/2015,12:36:56 PM,12:37:09 PM,13,2,2
2991,1/9/2015 1:04:08 PM,1/9/2015 1:04:55 PM,603,LocationDetector,person_in_kitchen,1/9/2015,1/9/2015,1:04:08 PM,1:04:55 PM,47,2,5
5360,1/13/2015 3:40:21 PM,1/13/2015 3:40:24 PM,SmartPhone,AudioSoundDetector,mixer,1/13/2015,1/13/2015,3:40:21 PM,3:40:24 PM,3,3,2
4469,1/13/2015 2:47:13 PM,1/13/2015 2:49:39 PM,603,LocationDetector,person_in_kitchen,1/13/2015,1/13/2015,2:47:13 PM,2:49:39 PM,26,3,2
3402,1/12/2015 8:01:52 AM,1/12/2015 8:01:53 AM,SmartPhone,AudioSoundDetector,coughing,1/12/2015,1/12/2015,8:01:52 AM,8:01:53 AM,1,3,1
5061,1/13/2015 3:26:11 PM,1/13/2015 3:26:38 PM,SmartPhone,AudioSoundDetector,water_boiler,1/13/2015,1/13/2015,3:26:11 PM,3:26:38 PM,27,3,2
1412,1/6/2015 12:26:56 PM,1/6/2015 12:27:19 PM,SmartPhone,AudioSoundDetector,vacuum_cleaning,1/6/2015,1/6/2015,12:26:56 PM,12:27:19 PM,23,2,2
694,12/16/2014 11:31:21 AM,12/16/2014 11:31:25 AM,603,LocationDetector,person_in_kitchen,12/16/2014,12/16/2014,11:31:21 AM,11:31:25 AM,4,51,2
6317,1/13/2015 6:02:46 PM,1/13/2015 6:02:55 PM,SmartPhone,AudioSoundDetector,speaking,1/13/2015,1/13/2015,6:02:46 PM,6:02:55 PM,9,3,2
