DetectorId,TypeEstimation,DurationTotalMinutes,TypeEstimation1,TypeEstimation2,Date,Hour,DayTime
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-13,17,Day
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,14,Day
WaterFlowDetection_Kitchen,sink_usage,0.7,sink,usage,2014-12-12,13,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,14,Day
LocationDetector,person_in_kitchen,1.9,person,in_kitchen,2014-12-16,12,Day
WaterFlowDetection_Kitchen,sink_usage,0.3,sink,usage,2015-01-06,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
LocationDetector,stove_on,0.2,stove,on,2015-01-09,13,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
LocationDetector,person_next_to_toilet,2.6,person,next_to_toilet,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_next_to_sink,0.3,person,next_to_sink,2015-01-09,12,Day
LocationDetector,person_next_to_sink,0.2,person,next_to_sink,2015-01-13,13,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,13,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,14,Day
LocationDetector,person_next_to_working_place,0.8,person,next_to_working_place,2015-01-09,13,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
AudioSoundDetector,eating_(cutlery),0.2,eating,(cutlery),2014-12-16,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
LocationDetector,person_in_kitchen,3.7,person,in_kitchen,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,14,Day
AudioSoundDetector,vacuum_cleaning,0.2,vacuum,cleaning,2015-01-06,12,Day
LocationDetector,stove_on,0.9,stove,on,2015-01-06,12,Day
LocationDetector,person_in_kitchen,5.2,person,in_kitchen,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
LocationDetector,stove_on,0.3,stove,on,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
LocationDetector,person_next_to_sink,10.1,person,next_to_sink,2015-01-13,16,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2014-12-12,14,Day
LocationDetector,person_next_to_working_place,0.3,person,next_to_working_place,2014-12-16,12,Day
LocationDetector,person_next_to_sink,0.3,person,next_to_sink,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-17,14,Day
LocationDetector,person_next_to_working_place,0.7,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,14,Day
LocationDetector,person_in_kitchen,6.0,person,in_kitchen,2014-12-16,12,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-12,14,Day
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-11,17,Day
AudioSoundDetector,eating_(cutlery),0.1,eating,(cutlery),2015-01-13,15,Day
LocationDetector,person_in_kitchen,0.4,person,in_kitchen,2015-01-13,14,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
LocationDetector,person_in_kitchen,0.8,person,in_kitchen,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,12,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2014-12-12,14,Day
LocationDetector,person_in_kitchen,1.6,person,in_kitchen,2015-01-13,15,Day
AudioSoundDetector,basin_usage,0.1,basin,usage,2014-12-07,14,Day
WaterFlowDetection_Kitchen,sink_usage,0.0,sink,usage,2015-01-06,14,Day
LocationDetector,person_next_to_sink,0.8,person,next_to_sink,2015-01-09,12,Day
LocationDetector,stove_on,0.1,stove,on,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,17,Day
LocationDetector,person_next_to_working_place,0.4,person,next_to_working_place,2015-01-13,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,14,Day
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-16,12,Day
LocationDetector,person_in_kitchen,2.0,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
AudioSoundDetector,basin_usage,0.5,basin,usage,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-17,14,Day
LocationDetector,person_in_kitchen,0.5,person,in_kitchen,2014-12-17,16,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2014-12-17,14,Day
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-17,16,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-06,12,Day
AudioSoundDetector,water_boiler,0.8,water,boiler,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,15,Day
AudioSoundDetector,speaking,0.8,speaking,,2015-01-09,12,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-12,13,Day
WaterFlowDetection_Kitchen,sink_usage,0.1,sink,usage,2015-01-13,14,Day
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,17,Day
LocationDetector,person_next_to_sink,0.4,person,next_to_sink,2015-01-06,12,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,13,Day
LocationDetector,person_next_to_sink,0.3,person,next_to_sink,2015-01-13,12,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2014-12-16,12,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,14,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
LocationDetector,person_next_to_toilet,2.6,person,next_to_toilet,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_next_to_working_place,1.4,person,next_to_working_place,2015-01-13,14,Day
DoorOpenDetector,eating_drinking_cupboard_open,0.3,eating,drinking_cupboard_open,2015-01-13,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
LocationDetector,person_next_to_working_place,0.4,person,next_to_working_place,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,12,Day
AudioSoundDetector,basin_usage,0.1,basin,usage,2015-01-11,17,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
LocationDetector,person_next_to_working_place,0.4,person,next_to_working_place,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
General_Power_Detector,general_foodappliance_usage,2.9,general,foodappliance_usage,2015-01-09,13,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,14,Day
LocationDetector,person_in_kitchen,0.6,person,in_kitchen,2015-01-13,15,Day
AudioSoundDetector,mixer,0.1,mixer,,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
AudioSoundDetector,toilet_usage,0.1,toilet,usage,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
LocationDetector,person_next_to_working_place,0.3,person,next_to_working_place,2014-12-12,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
General_Power_Detector,general_foodappliance_usage,2.6,general,foodappliance_usage,2015-01-13,17,Day
LocationDetector,stove_on,0.2,stove,on,2014-12-16,12,Day
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,14,Day
LocationDetector,person_in_kitchen,1.2,person,in_kitchen,2015-01-13,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2014-12-12,13,Day
LocationDetector,person_next_to_sink,6.8,person,next_to_sink,2015-01-06,14,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2014-12-07,14,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
AudioSoundDetector,water_boiler,1.1,water,boiler,2015-01-13,15,Day
WaterFlowDetection_Kitchen,sink_usage,1.0,sink,usage,2014-12-12,13,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,12,Day
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2014-12-07,14,Day
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-17,16,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2015-01-09,13,Day
LocationDetector,stove_on,0.2,stove,on,2014-12-12,13,Day
AudioSoundDetector,mixer,0.1,mixer,,2015-01-13,15,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2014-12-12,14,Day
AudioSoundDetector,basin_usage,0.1,basin,usage,2014-12-07,14,Day
PIRPresenceDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-06,14,Day
LocationDetector,stove_on,0.1,stove,on,2015-01-06,12,Day
LocationDetector,person_next_to_sink,0.1,person,next_to_sink,2014-12-12,14,Day
LocationDetector,person_in_kitchen,1.1,person,in_kitchen,2015-01-13,15,Day
LocationDetector,stove_on,0.1,stove,on,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,13,Day
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,17,Day
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-07,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
AudioSoundDetector,basin_usage,0.5,basin,usage,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-13,15,Day
LocationDetector,person_in_kitchen,6.8,person,in_kitchen,2014-12-12,13,Day
AudioSoundDetector,eating_(cutlery),0.0,eating,(cutlery),2015-01-13,15,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2014-12-12,14,Day
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,17,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2014-12-17,14,Day
LocationDetector,person_in_kitchen,0.3,person,in_kitchen,2014-12-17,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-16,12,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,15,Day
AudioSoundDetector,eating_(cutlery),0.0,eating,(cutlery),2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,17,Day
AudioSoundDetector,mixer,0.1,mixer,,2015-01-13,15,Day
LocationDetector,person_next_to_sink,0.1,person,next_to_sink,2015-01-13,15,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
LocationDetector,person_next_to_sink,0.3,person,next_to_sink,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
LocationDetector,person_next_to_sink,0.2,person,next_to_sink,2015-01-09,13,Day
LocationDetector,person_next_to_working_place,0.0,person,next_to_working_place,2014-12-12,14,Day
LocationDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,17,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2014-12-16,12,Day
AudioSoundDetector,eating_(cutlery),0.0,eating,(cutlery),2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,13,Day
LocationDetector,person_in_kitchen,1.2,person,in_kitchen,2015-01-09,13,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,14,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,15,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,14,Day
LocationDetector,person_in_kitchen,0.4,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,stove_on,0.1,stove,on,2014-12-16,12,Day
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
AudioSoundDetector,mixer,0.1,mixer,,2015-01-13,15,Day
LocationDetector,stove_on,0.2,stove,on,2014-12-12,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_toilet,0.1,person,next_to_toilet,2015-01-13,17,Day
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-16,12,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
WaterFlowDetection_Kitchen,sink_usage,0.2,sink,usage,2014-12-12,14,Day
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,14,Day
LocationDetector,person_in_kitchen,0.9,person,in_kitchen,2015-01-06,14,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2014-12-12,14,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
WaterFlowDetection_Kitchen,sink_usage,0.1,sink,usage,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
LocationDetector,person_in_kitchen,1.3,person,in_kitchen,2015-01-13,12,Day
AudioSoundDetector,mixer,0.1,mixer,,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2014-12-12,14,Day
AudioSoundDetector,basin_usage,0.1,basin,usage,2014-12-07,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-13,17,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,14,Day
LocationDetector,person_in_kitchen,0.3,person,in_kitchen,2015-01-09,14,Day
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-13,17,Day
LocationDetector,stove_on,0.1,stove,on,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
LocationDetector,stove_on,0.2,stove,on,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-17,14,Day
AudioSoundDetector,mixer,0.3,mixer,,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
LocationDetector,person_in_kitchen,1.3,person,in_kitchen,2014-12-17,14,Day
LocationDetector,person_next_to_working_place,0.5,person,next_to_working_place,2015-01-06,14,Day
LocationDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,17,Day
PIRPresenceDetector,person_in_bathroom,0.1,person,in_bathroom,2015-01-13,17,Day
LocationDetector,person_in_kitchen,0.5,person,in_kitchen,2015-01-13,15,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2015-01-09,13,Day
LocationDetector,person_next_to_working_place,0.3,person,next_to_working_place,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-17,14,Day
LocationDetector,person_in_kitchen,0.6,person,in_kitchen,2014-12-16,12,Day
LocationDetector,person_in_kitchen,1.9,person,in_kitchen,2015-01-09,13,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2015-01-09,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,12,Day
AudioSoundDetector,toilet_usage,0.0,toilet,usage,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,13,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-17,14,Day
LocationDetector,person_in_kitchen,1.4,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
AudioSoundDetector,mixer,0.1,mixer,,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
LocationDetector,person_next_to_working_place,1.1,person,next_to_working_place,2015-01-09,13,Day
AudioSoundDetector,eating_(cutlery),0.0,eating,(cutlery),2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,15,Day
LocationDetector,person_in_kitchen,1.6,person,in_kitchen,2015-01-13,12,Day
LocationDetector,oven_open,0.6,oven,open,2014-12-16,12,Day
LocationDetector,person_next_to_sink,0.2,person,next_to_sink,2015-01-13,14,Day
General_Power_Detector,general_foodappliance_usage,2.7,general,foodappliance_usage,2015-01-09,12,Day
LocationDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
LocationDetector,person_next_to_sink,0.3,person,next_to_sink,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-13,14,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2014-12-16,12,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-12,13,Day
AudioSoundDetector,vacuum_cleaning,0.2,vacuum,cleaning,2015-01-06,12,Day
LocationDetector,person_next_to_working_place,1.0,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2015-01-09,12,Day
LocationDetector,person_next_to_sink,0.3,person,next_to_sink,2015-01-13,15,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,12,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-13,12,Day
LocationDetector,person_next_to_sink,0.9,person,next_to_sink,2015-01-13,15,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_in_kitchen,9.5,person,in_kitchen,2014-12-17,14,Day
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-13,17,Day
PIRPresenceDetector,person_next_to_toilet,0.2,person,next_to_toilet,2015-01-13,17,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2015-01-09,13,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-16,12,Day
LocationDetector,stove_on,0.1,stove,on,2015-01-09,12,Day
LocationDetector,person_in_kitchen,9.7,person,in_kitchen,2014-12-16,13,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-13,14,Day
PIRPresenceDetector,person_in_eatingarea,0.2,person,in_eatingarea,2015-01-06,12,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-17,16,Day
LocationDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
AudioSoundDetector,speaking,0.5,speaking,,2015-01-13,17,Day
LocationDetector,person_in_kitchen,0.2,person,in_kitchen,2014-12-16,13,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,12,Day
LocationDetector,person_in_kitchen,1.1,person,in_kitchen,2015-01-09,14,Day
WaterFlowDetection_Kitchen,sink_usage,0.2,sink,usage,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
WaterFlowDetection_Bathroom,basin_usage,0.1,basin,usage,2014-12-12,14,Day
WaterFlowDetection_Bathroom,toilet_usage,0.1,toilet,usage,2015-01-13,17,Day
WaterFlowDetection_Kitchen,sink_usage,0.2,sink,usage,2015-01-09,13,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,14,Day
LocationDetector,oven_open,0.1,oven,open,2015-01-06,14,Day
WaterFlowDetection_Bathroom,basin_usage,0.5,basin,usage,2015-01-13,17,Day
LocationDetector,stove_on,0.1,stove,on,2015-01-13,15,Day
AudioSoundDetector,tooth_brushing,0.1,tooth,brushing,2015-01-13,17,Day
LocationDetector,stove_on,0.1,stove,on,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-13,15,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-17,16,Day
PIRPresenceDetector,person_in_eatingarea,0.1,person,in_eatingarea,2015-01-06,14,Day
PIRPresenceDetector,person_next_to_working_place,0.1,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-06,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2014-12-17,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
LocationDetector,person_next_to_working_place,12.6,person,next_to_working_place,2015-01-09,13,Day
LocationDetector,person_in_kitchen,2.0,person,in_kitchen,2014-12-12,14,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-09,14,Day
PIRPresenceDetector,person_in_kitchen,0.2,person,in_kitchen,2015-01-09,12,Day
PIRPresenceDetector,person_next_to_working_place,0.2,person,next_to_working_place,2015-01-06,14,Day
LocationDetector,stove_on,1.1,stove,on,2014-12-12,13,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2014-12-12,14,Day
LocationDetector,stove_on,0.2,stove,on,2015-01-09,12,Day
LocationDetector,person_in_bathroom,0.2,person,in_bathroom,2015-01-13,17,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-13,14,Day
LocationDetector,person_next_to_working_place,0.0,person,next_to_working_place,2014-12-17,16,Day
PIRPresenceDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,13,Day
LocationDetector,stove_on,0.1,stove,on,2015-01-09,12,Day
LocationDetector,person_in_kitchen,1.4,person,in_kitchen,2015-01-09,12,Day
LocationDetector,person_in_bathroom,0.0,person,in_bathroom,2014-12-07,14,Day
LocationDetector,person_in_kitchen,0.1,person,in_kitchen,2015-01-09,14,Day
